"Estimate","Std._Error","t_value","Pr(>|t|)","term","model","model_family","outcome"
-52.7765444437465,42.4177949019517,-1.24420763893406,0.213761721876472,"(Intercept)","trial_sentence_type_delta_fixation_mean_fixation_duration","trial_language_by_sentence_type","delta_fixation_mean_fixation_duration"
79.5354766286755,54.1146568846738,1.46975849441635,0.14199243910389,"languagePunjabi","trial_sentence_type_delta_fixation_mean_fixation_duration","trial_language_by_sentence_type","delta_fixation_mean_fixation_duration"
147.631849598761,54.3019571342113,2.71872060216683,0.0066853117839408,"sentence_typepassive","trial_sentence_type_delta_fixation_mean_fixation_duration","trial_language_by_sentence_type","delta_fixation_mean_fixation_duration"
58.5841137731198,54.2085054687041,1.08071811363517,0.280125109170368,"sentence_typepassive_dropped_agent","trial_sentence_type_delta_fixation_mean_fixation_duration","trial_language_by_sentence_type","delta_fixation_mean_fixation_duration"
-151.87411382254,76.6615537224962,-1.98109882265499,0.0478979484166911,"languagePunjabi:sentence_typepassive","trial_sentence_type_delta_fixation_mean_fixation_duration","trial_language_by_sentence_type","delta_fixation_mean_fixation_duration"
-59.2302210540765,76.6638235969205,-0.77259675131121,0.439973074021739,"languagePunjabi:sentence_typepassive_dropped_agent","trial_sentence_type_delta_fixation_mean_fixation_duration","trial_language_by_sentence_type","delta_fixation_mean_fixation_duration"
-73.5617658035212,42.2895522125179,-1.73947847529458,0.0823107828503652,"(Intercept)","trial_sentence_type_delta_fixation_total_fixation_duration","trial_language_by_sentence_type","delta_fixation_total_fixation_duration"
-30.283591396405,51.4776468958989,-0.588286241164952,0.556495657966281,"languagePunjabi","trial_sentence_type_delta_fixation_total_fixation_duration","trial_language_by_sentence_type","delta_fixation_total_fixation_duration"
32.4864730873616,51.6543809632615,0.628919996359402,0.529569548771679,"sentence_typepassive","trial_sentence_type_delta_fixation_total_fixation_duration","trial_language_by_sentence_type","delta_fixation_total_fixation_duration"
-76.431943813432,51.5676387727838,-1.4821687715857,0.138664136667719,"sentence_typepassive_dropped_agent","trial_sentence_type_delta_fixation_total_fixation_duration","trial_language_by_sentence_type","delta_fixation_total_fixation_duration"
-66.2568700729475,72.9233396530455,-0.908582497567778,0.363826773301028,"languagePunjabi:sentence_typepassive","trial_sentence_type_delta_fixation_total_fixation_duration","trial_language_by_sentence_type","delta_fixation_total_fixation_duration"
89.901680234294,72.9320076754527,1.23267798460117,0.218035022700071,"languagePunjabi:sentence_typepassive_dropped_agent","trial_sentence_type_delta_fixation_total_fixation_duration","trial_language_by_sentence_type","delta_fixation_total_fixation_duration"
-0.192380951118043,0.389712180775234,-0.493648801880789,0.621680667629249,"(Intercept)","trial_sentence_type_delta_fixation_fixation_count","trial_language_by_sentence_type","delta_fixation_fixation_count"
-0.189251702491784,0.476859600825603,-0.396870907420395,0.69156143279441,"languagePunjabi","trial_sentence_type_delta_fixation_fixation_count","trial_language_by_sentence_type","delta_fixation_fixation_count"
-1.93321527192059,0.478529237483615,-4.03991045998894,5.82702337066734e-05,"sentence_typepassive","trial_sentence_type_delta_fixation_fixation_count","trial_language_by_sentence_type","delta_fixation_fixation_count"
-1.00971608012217,0.477690601164359,-2.11374491702582,0.0348253417491473,"sentence_typepassive_dropped_agent","trial_sentence_type_delta_fixation_fixation_count","trial_language_by_sentence_type","delta_fixation_fixation_count"
1.5815145849128,0.675562957773985,2.34103212248932,0.019458818220245,"languagePunjabi:sentence_typepassive","trial_sentence_type_delta_fixation_fixation_count","trial_language_by_sentence_type","delta_fixation_fixation_count"
0.474701557620546,0.67555662401918,0.70268211537375,0.482444627930155,"languagePunjabi:sentence_typepassive_dropped_agent","trial_sentence_type_delta_fixation_fixation_count","trial_language_by_sentence_type","delta_fixation_fixation_count"
-47.7547678698826,68.1481855867553,-0.700748926163102,0.483647219998963,"(Intercept)","trial_sentence_type_delta_interest_area_total_interest_area_dwell_time","trial_language_by_sentence_type","delta_interest_area_total_interest_area_dwell_time"
24.7555014977032,89.1565269070556,0.277663367523394,0.781336798998804,"languagePunjabi","trial_sentence_type_delta_interest_area_total_interest_area_dwell_time","trial_language_by_sentence_type","delta_interest_area_total_interest_area_dwell_time"
67.2467835370918,89.1565171678756,0.754255388985987,0.450900131962057,"sentence_typepassive","trial_sentence_type_delta_interest_area_total_interest_area_dwell_time","trial_language_by_sentence_type","delta_interest_area_total_interest_area_dwell_time"
-74.8041323043518,89.1565269070535,-0.839020259081376,0.401688583203937,"sentence_typepassive_dropped_agent","trial_sentence_type_delta_interest_area_total_interest_area_dwell_time","trial_language_by_sentence_type","delta_interest_area_total_interest_area_dwell_time"
-279.480515787462,126.086355752762,-2.21658016935222,0.0269099318588736,"languagePunjabi:sentence_typepassive","trial_sentence_type_delta_interest_area_total_interest_area_dwell_time","trial_language_by_sentence_type","delta_interest_area_total_interest_area_dwell_time"
14.5506493815009,126.086383299316,0.115402226638218,0.908152963337185,"languagePunjabi:sentence_typepassive_dropped_agent","trial_sentence_type_delta_interest_area_total_interest_area_dwell_time","trial_language_by_sentence_type","delta_interest_area_total_interest_area_dwell_time"
-0.00337149076486783,0.0131264348333312,-0.256847408125381,0.797356234592107,"(Intercept)","trial_sentence_type_delta_interest_area_interest_area_dwell_time_normalized","trial_language_by_sentence_type","delta_interest_area_interest_area_dwell_time_normalized"
0.0140583545626825,0.0182483173697559,0.770391827247717,0.441272978130097,"languagePunjabi","trial_sentence_type_delta_interest_area_interest_area_dwell_time_normalized","trial_language_by_sentence_type","delta_interest_area_interest_area_dwell_time_normalized"
0.0126054584427988,0.0182483173638173,0.690773740476085,0.48988876451569,"sentence_typepassive","trial_sentence_type_delta_interest_area_interest_area_dwell_time_normalized","trial_language_by_sentence_type","delta_interest_area_interest_area_dwell_time_normalized"
-0.0114410806694221,0.0182483173697559,-0.626966335448776,0.530842908514038,"sentence_typepassive_dropped_agent","trial_sentence_type_delta_interest_area_interest_area_dwell_time_normalized","trial_language_by_sentence_type","delta_interest_area_interest_area_dwell_time_normalized"
-0.044386487877861,0.0258070179063989,-1.71993866315159,0.0857929878913551,"languagePunjabi:sentence_typepassive","trial_sentence_type_delta_interest_area_interest_area_dwell_time_normalized","trial_language_by_sentence_type","delta_interest_area_interest_area_dwell_time_normalized"
-0.00812281265053778,0.0258070179231956,-0.31475208312375,0.753024042920788,"languagePunjabi:sentence_typepassive_dropped_agent","trial_sentence_type_delta_interest_area_interest_area_dwell_time_normalized","trial_language_by_sentence_type","delta_interest_area_interest_area_dwell_time_normalized"
-1.0013751841253,0.0682747984707097,-14.6668347114185,1.54613457323235e-43,"(Intercept)","trial_sentence_type_delta_saccade_saccade_rate","trial_language_by_sentence_type","delta_saccade_saccade_rate"
-0.00259903151118473,0.0682171562275389,-0.0380993822509346,0.969617486267087,"languagePunjabi","trial_sentence_type_delta_saccade_saccade_rate","trial_language_by_sentence_type","delta_saccade_saccade_rate"
-0.248839403751525,0.0683280220235645,-3.64183531707835,0.00028726614847251,"sentence_typepassive","trial_sentence_type_delta_saccade_saccade_rate","trial_language_by_sentence_type","delta_saccade_saccade_rate"
-0.0756690402023278,0.0683385240001975,-1.10726769870109,0.268494822707718,"sentence_typepassive_dropped_agent","trial_sentence_type_delta_saccade_saccade_rate","trial_language_by_sentence_type","delta_saccade_saccade_rate"
0.208091182207219,0.0965465345655043,2.15534594942955,0.0314179412080343,"languagePunjabi:sentence_typepassive","trial_sentence_type_delta_saccade_saccade_rate","trial_language_by_sentence_type","delta_saccade_saccade_rate"
-0.0246342117383745,0.0966565386186406,-0.254863375933304,0.798890937703838,"languagePunjabi:sentence_typepassive_dropped_agent","trial_sentence_type_delta_saccade_saccade_rate","trial_language_by_sentence_type","delta_saccade_saccade_rate"
-0.108572672249098,0.125283470472973,-0.866616097392672,0.386392124276986,"(Intercept)","trial_sentence_type_delta_saccade_mean_saccade_amplitude","trial_language_by_sentence_type","delta_saccade_mean_saccade_amplitude"
0.0809670498850329,0.164567740031961,0.491998309445753,0.622845068194976,"languagePunjabi","trial_sentence_type_delta_saccade_mean_saccade_amplitude","trial_language_by_sentence_type","delta_saccade_mean_saccade_amplitude"
0.210598993789554,0.164851425840729,1.27750786937703,0.20176493333417,"sentence_typepassive","trial_sentence_type_delta_saccade_mean_saccade_amplitude","trial_language_by_sentence_type","delta_saccade_mean_saccade_amplitude"
-0.114645501848727,0.164851425880596,-0.695447438421103,0.48696127037671,"sentence_typepassive_dropped_agent","trial_sentence_type_delta_saccade_mean_saccade_amplitude","trial_language_by_sentence_type","delta_saccade_mean_saccade_amplitude"
-0.0679269290115474,0.232934612394069,-0.291613720749373,0.770651730624806,"languagePunjabi:sentence_typepassive","trial_sentence_type_delta_saccade_mean_saccade_amplitude","trial_language_by_sentence_type","delta_saccade_mean_saccade_amplitude"
0.00187097475594442,0.233135201929102,0.00802527778071629,0.993598669432787,"languagePunjabi:sentence_typepassive_dropped_agent","trial_sentence_type_delta_saccade_mean_saccade_amplitude","trial_language_by_sentence_type","delta_saccade_mean_saccade_amplitude"
1.13516629538427,6.01949890719004,0.188581526948757,0.850465532234418,"(Intercept)","trial_sentence_type_delta_saccade_mean_saccade_velocity","trial_language_by_sentence_type","delta_saccade_mean_saccade_velocity"
